"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff"
"Gray-headed Canary-Flycatcher",2,2093,2067,2109.525,602,602,602,1491,1465,1507.525
"Indian White-eye",0,666,664,666,654,653,664,11,0,13
"Mistle Thrush",0,2329,2197,2430,2455.5,2327.5,2628.5,-124,-343.125,54.45
"Rock Pigeon",0,653,638,660,638,602,645.0125,16,0,51.5125
"Scaly-bellied Woodpecker",2,2084,2035,2126.0875,1913,1908.5,1924,169.5,122,215.525
"Spotted Forktail",2,2173,2173,2173,1757,1698.5,1782,416,391,474.5
"Black Drongo",2,473.5,431.9875,565,409,403,409,67,23,156
"White-throated Kingfisher",2,446,436,553.0125,403,393,403,44,34.975,150.0125
"Black-throated Tit",2,2067,2067,2085,1994,1980,2011,73,56,93.525
"Variegated Laughingthrush",2,2621,2561,2630,2173,2173,2173,448,388,457
"Eurasian Jay",0,2084,2073,2097,2100,2081,2108,-18,-35,2.02499999999998
"Gray-headed Woodpecker",2,1785.5,1721,1830,1480,1383,1542,307,201,422.5375
"Himalayan Woodpecker",2,2184,2173,2211,2111,2083.4875,2125.1,73.5,53.5,111.025
"Crested Kingfisher",2,1215,1108,1248,662,544,761,549,408,677
"Jungle Babbler",2,653,650,653,602,602,638,51,15,51
"Jungle Myna",2,827,827,827,666,653,672,161,155,174
"Oriental Magpie-Robin",2,653,653,653,599,592.95,602,54,51,60.05
"Red-wattled Lapwing",2,409,408,422,388,388,403,21,6.4875,34
"Himalayan Bluetail",2,2930,2893,2965.5125,1952,1945,1978.025,978,935,1014.5
"Lemon-rumped Warbler",2,2448.5,2293,2499,1515,1407,1542,931.25,791.9625,1051.0125
"Blue-throated Barbet",2,1332,1330,1346,1219,1164,1248,113,84,173.5
"Brownish-flanked Bush Warbler",2,2184,2173,2260,1747,1698.4125,1809.5625,440.5,369.95,532.5
"Common Tailorbird",0,621,602,637,602,602,602,19,0,35
"Plum-headed Parakeet",2,827,775,827,602,602,616,218,169.9125,225
"Black-chinned Babbler",1,861,861,1011,1214,1116,1239,-333.5,-376.025,-189.975
"Brown-fronted Woodpecker",2,1845,1802,1876,1788,1724,1795,65,8,125.5125
"Chestnut-bellied Nuthatch",2,1255,1051,1332,861,791,971,393.5,190,473.025
"Himalayan Prinia",2,1721,1687.975,1766.5,1542,1503,1573,188,137.8875,242.55
"Kalij Pheasant",2,1912.75,1831.975,1931,1732.5,1667,1773,173.5,100.875,243.5125
"Red-billed Leiothrix",1,1332,1332,1332,1365,1365,1365,-33,-33,-33
"Rufous Sibia",2,2173,2173,2173,1970,1950.5,2005,203,168,222.5
"Slaty-blue Flycatcher",2,2548,2497,2642,780,693.9375,846,1774.5,1697.9625,1882
"Carrion Crow",2,3240,3240,3240,3237,3237,3237,3,3,3
"Eurasian Hoopoe",2,1934,1861,2017,421,409,438,1508.75,1435.4875,1602
"Slaty-headed Parakeet",2,1782,1745,1798,1365,1365,1382,414,379,433
"Long-tailed Minivet",2,2055,2011,2093,1053,932,1146.5,1001,899,1130.525
"Eurasian Collared-Dove",2,1419,1419,1478,324.5,321,348,1096,1071,1153
"Long-tailed Shrike",2,1810,1768,1949.5,615,602,666,1196,1123.9875,1343.025
"Black-and-yellow Grosbeak",2,2659,2529,2707.5,2239.5,2159,2323.8,397,247,495.05
"Blue-fronted Redstart",2,2814,2721,2893,2033,2009,2046,779,696.75,876
"Greenish Warbler",2,1586,1391.325,1681,446,427.3625,591,1133,918.8,1232.5
"Little Forktail",2,2155.5,2123,2265,1601,1575,1652,554.5,486.2625,675.45
"Siberian Stonechat",2,1913,1843,1913,649,600.5,756.5,1251.5,1133,1311.025
"White-capped Bunting",2,2122,1930,2372,1164,1088.5,1250.5,969.5,731.4875,1241
"Eurasian Wren",2,3263,3249.3,3420,2844,2844,2953,419,309,576
"Baya Weaver",2,616,616,616,602,600,602,14,14,17
"Pied Bushchat",2,827,805,866,356.5,319,368,474.5,450.95,529.5375
"Gray-breasted Prinia",0,664,664,666,662,616,666,2.75,-2,48
"Paddyfield Pipit",1,279,272,321,330,319,387.5125,-54,-113.025,-7.43750000000006
"Upland Pipit",0,1913,1913,1913,1913,1826,1922,0,-9,87
"Indian Robin",2,784,723.95,827,621.75,599,666,172.75,89,227.5125
"Purple Sunbird",2,602,602,613.025,409,388,409,193,193,214
"Indian Peafowl",0,388,388,403.5,404,388,426,-15.5,-38,0.0124999999999886
"Brown-headed Barbet",0,602,602,602,602,591,602,0,0,11
"Coppersmith Barbet",0,602,602,602,591,446,602,11,0,156
"Green Bee-eater",1,372,372,378.025,653,653,664,-281,-291.025,-273
"Red Junglefowl",0,602,601,602,602,602,602,0,-1,0
"Scaly-breasted Munia",0,602,599,602,602,602,664,-2,-62,0
"White-throated Fantail",2,827,827,827,653,627.5,664,174,163,199.5
"Ashy Prinia",1,472,409,584,599,593,602,-127,-190,-15
"Asian Koel",2,616,602,629.5,409,403,409,207,193,228
"Greater Coucal",2,602,599,602,421.5,409,444.5,180,156.9875,193
"Indian Gray Hornbill",0,602,602,602,602,602,602,0,0,0
"Hill Partridge",1,2096,2067.975,2100,2173,2145,2173,-77,-102,-41.4875
"Chestnut-bellied Rock-Thrush",2,2126,2073,2179,1506,1383,1589.1,620.75,512.4875,769.025
"Himalayan Rubythroat",2,3026.5,2933.5,3121,956.5,861,1091.4625,2068.5,1929.8125,2176.8125
"Hume's Warbler",2,2173,2096,2173,602,602,602,1571,1494,1571
"Pink-browed Rosefinch",2,2854,2784,2978.2,1943,1906,1987,910.75,827,1058.5125
"Rufous-breasted Accentor",2,2960,2890,3023,1784,1718.3125,1802,1191,1096,1274.375
"Rosy Pipit",2,3261,3238,3304,422,387.5,441,2840,2815,2884.025
"Buff-barred Warbler",2,2784,2695,2893,1873.5,1870,1920.3875,907,800.0875,1023
"Chestnut-tailed Minla",2,2784,2738,2832,2011,1964.5,2067.225,767,686,842.5125
"Fulvous-breasted Woodpecker",2,849,720.4875,920,666,638.5,717,182,39.9875,254
"Gray-capped Pygmy Woodpecker",2,666,616,713.5625,602,602,602,64,14,111.5625
"Rusty-cheeked Scimitar-Babbler",0,1332,1327,1382,1366.5,1365,1383,-33,-68,17
"Small Minivet",2,602,565,602,440,434,492,158,66.925,166
"Brown Rock Chat",0,599,599,602,599,599,602,0,-3,3
"Common Babbler",0,599,598,696.025,615,602,666,-10,-67,64.5375
"Laughing Dove",0,666,616,827,647,599,827,26,-161.05,183.5125
"Indian Silverbill",0,314,279,314,306,279,368.5,-7,-74,26
"Red Avadavat",0,272,272,387,286,272,403,-13,-131,107.1
"Brahminy Starling",2,700,666,780,593,439,602,144.5,68.9625,316
"Rufous-bellied Niltava",2,2417,2417,2417,872,785,1015,1545,1402,1632
"Black-rumped Flameback",2,583.5,443,602,413.5,399,438,160,22,197
"Plain Prinia",0,409,379.5,440,406,383,438,3,-38,51.0749999999999
"Spotted Owlet",2,409,409,504,388,335.9,403,21,7.975,122.0625
"Bank Myna",2,422,370,599,301,275.5,333.5,108.5,51,296
"Bluethroat",2,3240,3237,3240,330,294.9875,388,2909.75,2852,2945.0125
"Asian Pied Starling",0,372,368,388,399,388,405,-19.75,-35,0
"Rufous-naped Tit",2,2621,2463,2643.5,2315,2279,2385,275.5,141,359
"Indian Roller",2,321,314,326,279,272,292,42,27,53.5125
"Common Woodshrike",0,440,388,546,440.5,421.9375,591,0,-132.275,101.5
"Fire-fronted Serin",2,3540,3540,3577,2100,2049,2271.5,1440,1268.5,1491
"Hair-crested Drongo",0,638,624,657,653,653,653,-15,-29,4
"Yellow-eyed Babbler",2,827,827,827,666,628,820,161,7,199
"Orange-headed Thrush",0,602,602,602,602,602,602,0,0,0
"Puff-throated Babbler",0,602,602,602,602,602,602,0,0,0
"Verditer Flycatcher",2,1964,1952,1974,602,602,602,1362,1350,1372
"White-browed Scimitar-Babbler",0,1011,872,1332,1256,1109,1332,-183,-422.6875,117
"Thick-billed Flowerpecker",0,602,601.7625,632,602,602,602,0,-3,32.85
"Bay-backed Shrike",2,628,628,628,326,326,326,302,302,302
"Common Hawk-Cuckoo",2,602,602,602,427,427,427,175,175,175
"Speckled Piculet",0,1254,1173,1332,1255,1254,1344.5125,-6,-118.05,77
"Whiskered Yuhina",2,2298,2193.5,2417,1819,1747.5,1863,457,357.975,616.175
"Blue-capped Redstart",2,2677,2644.5,2677,1913,1913,1930.5,764,731,765
"Chukar",2,3540,3540,3540,3263,3259.5,3263,277,277,280.5
"Fire-breasted Flowerpecker",2,2417,2309,2417,1332,1300,1365.0375,1055,949.4625,1114.5
"Black Francolin",0,1583.5,1580,1626,1542,1542,1625,38,-33,80.05
"Yellow-footed Green-Pigeon",0,388,386,389.125,388,384.2375,388,0,-2,7.59999999999997
"Red-billed Chough",2,3605,3540,3680,3245,3244,3245,360,295,435
"Yellow-billed Chough",2,4079,4016.7125,4113,3487,3398,3527.5,577.5,499,682
"Eurasian Skylark",2,4211,4211,4211,1587,872.85,1598,2622.75,2613,3338.15
"Pale-billed Flowerpecker",0,664,660,664,664,664,664,0,-4,0
"White-throated Laughingthrush",0,2035,2035,2055,2035,2035,2067,0,-27,14
"Himalayan Black-lored Tit",0,1674,1580,1743,1577,1542,1623,96,-17.0125,180
"Scaly-breasted Cupwing",2,2899.25,2880.5,2918,1814,1793.75,1820.8375,1090.25,1061.5,1106.025
"Scaly Thrush",2,2203.5,2120.65,2261.05,1332,666,1365.45,878,788.7,1537.825
"Common Iora",0,446,388,478.225,389,386,438,53.75,-14.5375,89.0125
"Rufous-gorgeted Flycatcher",2,2810,2810,2855,1012.5,793.5,1234,1803,1576,2021.45
"Whistler's Warbler",2,2583.5,2499,2696,602,602,602,1981.5,1897,2094
"Gray Treepie",2,1550,1530,1573,1248,1220.975,1285,301,258.4875,332
"Hill Pigeon",2,4162,4154,4211,3540,3540,3540,622,610.475,671
"Brown-capped Pygmy Woodpecker",2,762,444.5,861,388.5,388,414.175,360.5,51.375,473
"Brown Accentor",2,4425.25,4400.5,4432,3245,3244.5,3252,1177,1154.5,1187.5
"Snow Pigeon",2,3621,3514,3740,2630,2468,2642,991,888.9125,1176.6
"Collared Owlet",0,1957,1943,2011,2011,1930,2026,-45,-70.025,63.0125
"Koklass Pheasant",0,2417,2312,2510.5,2368,2293,2417,49,-50.025,166.6
"Himalayan Shrike-Babbler",2,2035,2011,2061,1943,1880,2010,91,1,153
"Lesser Yellownape",0,1332,1246,1365,1280,1218.5,1332,61,-36.525,122.5
"Himalayan Monal",2,2893,2893,2937.5,2734.5,2680,2775,164,118,213
"Large Cuckooshrike",2,601,589.4,632.8,519.5,428.8,595.4,83.5,3.5,189.8
"White-winged Redstart",2,4534,4468,4631.2375,3240,3240,3240,1294,1228,1391.2375
"Tickell's Blue Flycatcher",2,648,563.25,689.25,478,359.25,648,172.5,18,254.25
"Red-breasted Parakeet",0,436.5,388,442,446,442,461,-12,-58,0
"Streak-throated Woodpecker",0,426,398.45,584,421,390,444.1,18.5,-35.275,165.325
"Horned Lark",2,4410,4370,4468,3286,3272,3313,1126,1078.475,1174
"Chestnut-crowned Laughingthrush",2,2417,2334,2417,2173,2173,2173,244,161,244
"Asian Emerald Dove",0,616,602,652.075,602,602,602,14,0,50.0749999999999
"Dark-breasted Rosefinch",2,3024,3024,3024,2174,2174,2174,850,850,850
"Robin Accentor",2,4432,4369,4468,3540,3540,3540,892,829,928
"Eurasian Magpie",0,3273,3263,3293,3263,3263,3263,10,0,30
"Black-headed Mountain Finch",2,4482,4442.5,4526,4211,4211,4211,271,231.5,315
"Twite",2,4328,4264,4405,4085,3950.5,4116.5,253,170.4625,454.5
"Great Rosefinch",2,4422,4359,4453,3604,3603,3605,818,754.5,851.6
"Bar-winged Flycatcher-shrike",2,618.5,616,677.15,602,602,602,16.5,14,75.1499999999999
"Red-billed Blue-Magpie",0,1534,1497,1542,1573,1542,1580,-38,-82,0
"Spot-winged Grosbeak",2,2417,2233,2417,2035,2035,2035,382,198,382
"White-crested Laughingthrush",1,892,831,1011,1230,1058.5,1248,-323,-407.025,-103.85
"Rufous-chinned Laughingthrush",1,1332,1332,1332,1365,1365,1365,-33,-33,-33
"Chestnut-headed Tesia",2,2417,2417,2417,1400,1366,1550,1017,867,1051
"White-tailed Nuthatch",0,2100,2100,2145,2100,2100,2111,0,-8.0625,44.0125
"Long-billed Thrush",2,2417,2417,2417,2173,2173,2173,244,244,244
"Eurasian Nutcracker",0,2485,2309,2510,2293,2282,2434,162,-48,217
"White-collared Blackbird",2,2852,2797,2893,2173,2173,2173,679,624,720
"Blyth's Leaf Warbler",2,2621.75,2621.0375,2622.4625,652.75,640.1625,665.3375,1969,1955.7,1982.3
"Yellow-browed Tit",2,2619.5,2618,2624,2215,2135.5,2296,403,322.975,485.0125
"Ashy-throated Warbler",2,2639.5,2603,2738,2011,1952,2071.5,627.5,549.9875,727.5
"Greater Flameback",0,596,496.3625,602,465,441.9875,595.525,126,-11,156
"Striated Laughingthrush",0,2049,2035,2085.1,2023,2011,2035,29.75,0,64.5
"Brown Boobook",2,601,601,601,600.5,600.5,600.5,0.5,0.5,0.5
"Large Gray Babbler",0,601,599,602,599,499,602,3,-2.525,103
"Small Niltava",2,2173,2049,2173,1254,1188.9375,1254,919,795,978
"Black-hooded Oriole",0,409,388,473.5,461,427,591,-49.25,-181.5,24.025
"Jungle Owlet",0,388,388,388,403.5,388,428.5125,-15.5,-40.5125,0
"Rufous-bellied Woodpecker",0,2165.5,2149.5,2173,2173,2150.9625,2173,0,-22.0375,21
"Blue-bearded Bee-eater",0,591,427,602,575,463,602,11,-155.05,139
"Himalayan Flameback",0,421,388.5,601,595,498,602,-156,-203,10
"Scarlet Minivet",2,1492.5,1419,1542,666,648,744.5125,826.5,734.9625,878
"Lineated Barbet",0,431,407,477,442,437.4875,446,-10,-36,33.525
"Green-tailed Sunbird",2,2417,2417,2417,1383,1365,1506,1034,911,1052
"Oriental Pied-Hornbill",0,602,599,602,602,602,602,0,-3,0
"Black-crested Bulbul",0,442.5,421,446,446,421,446,-3,-25,23.55
"Maroon Oriole",2,2010,1974,2049,1011,827,1365,999,645,1203.525
"Velvet-fronted Nuthatch",2,644,616,666,602,602,602,42,14,64
"Black-faced Warbler",1,2049,2049,2073,2145.5,2114.9875,2173,-96,-124,-62
"Red-whiskered Bulbul",0,409,409,409,409,409,409,0,0,0
"Greater Yellownape",0,1383,1383,1496.55,1383,1383,1398,0,-12.5625,113.1625
"Ashy Bulbul",0,1291,898.875,1332,1332,1184.5,1332,-41,-365.025,84
"Blue-winged Minla",0,1365,1332,1365,1373.5,1365,1383,-18,-47.5,0
"Mountain Bulbul",0,1383,1381.5,1542,1532.5,1437,1577,-129.5,-192,24.0375
"Bronzed Drongo",2,1380,1365,1446,1332,1248,1332,49,33,155
"Great Hornbill",2,583,565.9,600.1,444,442.1,445.9,139,120,158
"Streak-breasted Scimitar-Babbler",0,2417,2417,2417,2176,2173,2417,241,0,244
